2.700000000000000000e+01,3.400000000000000000e+02,9.700000000000000000e+01,9.730000000000000000e+02,0.000000000000000000e+00
2.400000000000000000e+01,2.520000000000000000e+02,5.300000000000000000e+01,8.850000000000000000e+02,0.000000000000000000e+00
2.700000000000000000e+01,3.030000000000000000e+02,7.700000000000000000e+01,8.370000000000000000e+02,0.000000000000000000e+00
1.400000000000000000e+01,2.980000000000000000e+02,7.700000000000000000e+01,8.440000000000000000e+02,0.000000000000000000e+00
2.600000000000000000e+01,2.590000000000000000e+02,7.800000000000000000e+01,8.240000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+01,2.840000000000000000e+02,8.300000000000000000e+01,7.600000000000000000e+02,0.000000000000000000e+00
1.900000000000000000e+01,3.110000000000000000e+02,4.900000000000000000e+01,8.060000000000000000e+02,0.000000000000000000e+00
1.600000000000000000e+01,3.340000000000000000e+02,6.200000000000000000e+01,7.510000000000000000e+02,0.000000000000000000e+00
3.900000000000000000e+01,3.400000000000000000e+02,1.030000000000000000e+02,9.370000000000000000e+02,0.000000000000000000e+00
1.800000000000000000e+01,3.830000000000000000e+02,4.900000000000000000e+01,9.230000000000000000e+02,1.000000000000000000e+00
1.800000000000000000e+01,4.270000000000000000e+02,1.260000000000000000e+02,8.420000000000000000e+02,1.000000000000000000e+00
1.600000000000000000e+01,3.690000000000000000e+02,6.700000000000000000e+01,9.080000000000000000e+02,1.000000000000000000e+00
3.000000000000000000e+01,3.180000000000000000e+02,6.900000000000000000e+01,8.520000000000000000e+02,1.000000000000000000e+00
1.800000000000000000e+01,3.760000000000000000e+02,4.900000000000000000e+01,1.079000000000000000e+03,1.000000000000000000e+00
9.000000000000000000e+00,4.010000000000000000e+02,8.100000000000000000e+01,9.920000000000000000e+02,1.000000000000000000e+00
1.900000000000000000e+01,2.140000000000000000e+02,8.900000000000000000e+01,8.450000000000000000e+02,1.000000000000000000e+00
2.300000000000000000e+01,3.250000000000000000e+02,7.600000000000000000e+01,9.960000000000000000e+02,1.000000000000000000e+00
