78.0,837.0
89.0,880.0
109.0,865.0
65.0,884.0
61.0,826.0
54.0,697.0
72.0,826.0
46.0,719.0
95.0,901.0
92.0,837.0
62.0,740.0
92.0,821.0
78.0,829.0
85.0,750.0
69.0,787.0
87.0,753.0
115.0,826.0
