1.100000000000000000e+01,2.090000000000000000e+02,8.600000000000000000e+01,4.810000000000000000e+02,0.000000000000000000e+00
1.800000000000000000e+01,2.780000000000000000e+02,7.700000000000000000e+01,4.820000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,2.890000000000000000e+02,6.700000000000000000e+01,4.780000000000000000e+02,0.000000000000000000e+00
1.400000000000000000e+01,2.690000000000000000e+02,9.400000000000000000e+01,5.030000000000000000e+02,0.000000000000000000e+00
2.200000000000000000e+01,2.420000000000000000e+02,6.100000000000000000e+01,5.010000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+01,3.060000000000000000e+02,8.200000000000000000e+01,4.970000000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,5.520000000000000000e+02,1.150000000000000000e+02,4.740000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,2.840000000000000000e+02,8.100000000000000000e+01,4.280000000000000000e+02,0.000000000000000000e+00
7.000000000000000000e+00,3.170000000000000000e+02,7.900000000000000000e+01,4.900000000000000000e+02,0.000000000000000000e+00
8.000000000000000000e+00,2.570000000000000000e+02,8.500000000000000000e+01,5.030000000000000000e+02,0.000000000000000000e+00
7.000000000000000000e+00,2.020000000000000000e+02,5.900000000000000000e+01,4.230000000000000000e+02,0.000000000000000000e+00
6.000000000000000000e+00,3.030000000000000000e+02,9.500000000000000000e+01,5.220000000000000000e+02,0.000000000000000000e+00
8.000000000000000000e+00,2.010000000000000000e+02,7.400000000000000000e+01,4.340000000000000000e+02,0.000000000000000000e+00
7.000000000000000000e+00,1.890000000000000000e+02,5.800000000000000000e+01,4.140000000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,2.450000000000000000e+02,1.350000000000000000e+02,5.290000000000000000e+02,0.000000000000000000e+00
1.800000000000000000e+01,2.150000000000000000e+02,1.200000000000000000e+02,5.490000000000000000e+02,0.000000000000000000e+00
1.600000000000000000e+01,1.810000000000000000e+02,6.400000000000000000e+01,5.140000000000000000e+02,0.000000000000000000e+00
1.400000000000000000e+01,2.310000000000000000e+02,8.100000000000000000e+01,4.880000000000000000e+02,0.000000000000000000e+00
8.000000000000000000e+00,1.700000000000000000e+02,8.500000000000000000e+01,4.500000000000000000e+02,0.000000000000000000e+00
7.000000000000000000e+00,1.610000000000000000e+02,1.030000000000000000e+02,4.650000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+01,1.760000000000000000e+02,9.000000000000000000e+01,4.770000000000000000e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.870000000000000000e+02,1.090000000000000000e+02,4.770000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,1.970000000000000000e+02,9.200000000000000000e+01,4.190000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+01,2.610000000000000000e+02,1.260000000000000000e+02,5.630000000000000000e+02,0.000000000000000000e+00
8.000000000000000000e+00,2.050000000000000000e+02,8.500000000000000000e+01,4.600000000000000000e+02,1.000000000000000000e+00
9.000000000000000000e+00,2.750000000000000000e+02,1.200000000000000000e+02,5.270000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+01,2.320000000000000000e+02,9.100000000000000000e+01,5.430000000000000000e+02,1.000000000000000000e+00
1.200000000000000000e+01,1.890000000000000000e+02,7.800000000000000000e+01,5.030000000000000000e+02,1.000000000000000000e+00
9.000000000000000000e+00,2.270000000000000000e+02,7.300000000000000000e+01,6.310000000000000000e+02,1.000000000000000000e+00
6.000000000000000000e+00,2.130000000000000000e+02,1.250000000000000000e+02,5.420000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+01,1.640000000000000000e+02,1.290000000000000000e+02,5.040000000000000000e+02,1.000000000000000000e+00
1.100000000000000000e+01,2.140000000000000000e+02,1.390000000000000000e+02,5.790000000000000000e+02,1.000000000000000000e+00
1.200000000000000000e+01,2.370000000000000000e+02,1.370000000000000000e+02,5.360000000000000000e+02,1.000000000000000000e+00
7.000000000000000000e+00,2.100000000000000000e+02,1.040000000000000000e+02,4.900000000000000000e+02,0.000000000000000000e+00
8.000000000000000000e+00,2.150000000000000000e+02,1.180000000000000000e+02,5.220000000000000000e+02,0.000000000000000000e+00
