6.100000000000000000e+01,4.190000000000000000e+02,9.000000000000000000e+01,8.300000000000000000e+01,1.840000000000000000e+02,1.300000000000000000e+02,9.450000000000000000e+02,0.000000000000000000e+00
1.020000000000000000e+02,4.810000000000000000e+02,7.400000000000000000e+01,6.800000000000000000e+01,1.610000000000000000e+02,1.360000000000000000e+02,9.660000000000000000e+02,0.000000000000000000e+00
5.900000000000000000e+01,4.740000000000000000e+02,7.000000000000000000e+01,6.600000000000000000e+01,1.470000000000000000e+02,1.140000000000000000e+02,9.570000000000000000e+02,0.000000000000000000e+00
8.700000000000000000e+01,3.850000000000000000e+02,9.300000000000000000e+01,7.600000000000000000e+01,1.860000000000000000e+02,1.520000000000000000e+02,9.410000000000000000e+02,0.000000000000000000e+00
8.000000000000000000e+01,4.020000000000000000e+02,7.900000000000000000e+01,6.500000000000000000e+01,1.590000000000000000e+02,1.300000000000000000e+02,9.500000000000000000e+02,0.000000000000000000e+00
6.300000000000000000e+01,4.670000000000000000e+02,1.010000000000000000e+02,5.400000000000000000e+01,1.600000000000000000e+02,1.500000000000000000e+02,9.840000000000000000e+02,0.000000000000000000e+00
8.400000000000000000e+01,5.940000000000000000e+02,1.850000000000000000e+02,8.200000000000000000e+01,2.780000000000000000e+02,1.280000000000000000e+02,9.760000000000000000e+02,0.000000000000000000e+00
7.500000000000000000e+01,4.790000000000000000e+02,1.000000000000000000e+02,4.700000000000000000e+01,1.550000000000000000e+02,1.800000000000000000e+02,9.350000000000000000e+02,0.000000000000000000e+00
8.300000000000000000e+01,3.690000000000000000e+02,7.500000000000000000e+01,4.000000000000000000e+01,1.330000000000000000e+02,1.420000000000000000e+02,8.370000000000000000e+02,0.000000000000000000e+00
7.700000000000000000e+01,4.150000000000000000e+02,1.300000000000000000e+02,6.400000000000000000e+01,2.060000000000000000e+02,1.520000000000000000e+02,9.880000000000000000e+02,0.000000000000000000e+00
5.900000000000000000e+01,3.170000000000000000e+02,9.800000000000000000e+01,6.000000000000000000e+01,1.730000000000000000e+02,9.700000000000000000e+01,8.070000000000000000e+02,0.000000000000000000e+00
7.500000000000000000e+01,4.670000000000000000e+02,1.160000000000000000e+02,5.400000000000000000e+01,1.810000000000000000e+02,2.300000000000000000e+02,1.054000000000000000e+03,0.000000000000000000e+00
6.300000000000000000e+01,4.580000000000000000e+02,1.040000000000000000e+02,6.200000000000000000e+01,1.810000000000000000e+02,1.550000000000000000e+02,1.040000000000000000e+03,0.000000000000000000e+00
8.300000000000000000e+01,4.800000000000000000e+02,1.120000000000000000e+02,9.200000000000000000e+01,2.140000000000000000e+02,1.940000000000000000e+02,1.066000000000000000e+03,0.000000000000000000e+00
7.500000000000000000e+01,4.020000000000000000e+02,1.360000000000000000e+02,1.040000000000000000e+02,2.700000000000000000e+02,1.380000000000000000e+02,1.024000000000000000e+03,0.000000000000000000e+00
1.000000000000000000e+02,5.570000000000000000e+02,1.340000000000000000e+02,9.900000000000000000e+01,2.540000000000000000e+02,1.660000000000000000e+02,1.297000000000000000e+03,0.000000000000000000e+00
1.140000000000000000e+02,4.690000000000000000e+02,7.100000000000000000e+01,6.000000000000000000e+01,1.340000000000000000e+02,1.300000000000000000e+02,1.263000000000000000e+03,0.000000000000000000e+00
6.600000000000000000e+01,4.850000000000000000e+02,8.300000000000000000e+01,6.300000000000000000e+01,1.560000000000000000e+02,2.390000000000000000e+02,1.206000000000000000e+03,0.000000000000000000e+00
7.500000000000000000e+01,4.470000000000000000e+02,1.210000000000000000e+02,8.400000000000000000e+01,2.420000000000000000e+02,2.310000000000000000e+02,1.231000000000000000e+03,0.000000000000000000e+00
7.100000000000000000e+01,4.010000000000000000e+02,1.060000000000000000e+02,6.800000000000000000e+01,2.000000000000000000e+02,2.540000000000000000e+02,1.199000000000000000e+03,0.000000000000000000e+00
7.200000000000000000e+01,3.680000000000000000e+02,9.700000000000000000e+01,6.300000000000000000e+01,1.720000000000000000e+02,1.410000000000000000e+02,1.045000000000000000e+03,0.000000000000000000e+00
6.500000000000000000e+01,4.590000000000000000e+02,1.560000000000000000e+02,7.400000000000000000e+01,2.480000000000000000e+02,1.720000000000000000e+02,1.178000000000000000e+03,0.000000000000000000e+00
6.300000000000000000e+01,4.300000000000000000e+02,1.360000000000000000e+02,8.700000000000000000e+01,2.500000000000000000e+02,1.380000000000000000e+02,1.011000000000000000e+03,0.000000000000000000e+00
4.800000000000000000e+01,5.170000000000000000e+02,1.280000000000000000e+02,6.700000000000000000e+01,2.200000000000000000e+02,1.880000000000000000e+02,1.247000000000000000e+03,0.000000000000000000e+00
7.500000000000000000e+01,5.400000000000000000e+02,1.110000000000000000e+02,1.010000000000000000e+02,2.340000000000000000e+02,1.550000000000000000e+02,1.230000000000000000e+03,1.000000000000000000e+00
5.600000000000000000e+01,5.420000000000000000e+02,1.010000000000000000e+02,9.200000000000000000e+01,2.040000000000000000e+02,2.050000000000000000e+02,1.186000000000000000e+03,1.000000000000000000e+00
5.200000000000000000e+01,4.820000000000000000e+02,1.170000000000000000e+02,9.000000000000000000e+01,2.230000000000000000e+02,1.490000000000000000e+02,1.215000000000000000e+03,1.000000000000000000e+00
6.900000000000000000e+01,5.240000000000000000e+02,1.210000000000000000e+02,8.800000000000000000e+01,2.440000000000000000e+02,1.570000000000000000e+02,1.220000000000000000e+03,1.000000000000000000e+00
6.800000000000000000e+01,5.060000000000000000e+02,8.200000000000000000e+01,5.400000000000000000e+01,1.620000000000000000e+02,1.340000000000000000e+02,1.251000000000000000e+03,1.000000000000000000e+00
5.900000000000000000e+01,5.080000000000000000e+02,1.250000000000000000e+02,8.000000000000000000e+01,2.850000000000000000e+02,1.720000000000000000e+02,1.307000000000000000e+03,1.000000000000000000e+00
6.000000000000000000e+01,4.940000000000000000e+02,1.260000000000000000e+02,7.900000000000000000e+01,2.780000000000000000e+02,1.630000000000000000e+02,1.305000000000000000e+03,1.000000000000000000e+00
